date_id,full_date,year,month,month_name,quarter
197,2025-07-16,2025,7,July,3
198,2025-07-17,2025,7,July,3
199,2025-07-18,2025,7,July,3
200,2025-07-19,2025,7,July,3
201,2025-07-20,2025,7,July,3
202,2025-07-21,2025,7,July,3
203,2025-07-22,2025,7,July,3
204,2025-07-23,2025,7,July,3
205,2025-07-24,2025,7,July,3
206,2025-07-25,2025,7,July,3
207,2025-07-26,2025,7,July,3
208,2025-07-27,2025,7,July,3
209,2025-07-28,2025,7,July,3
210,2025-07-29,2025,7,July,3
211,2025-07-30,2025,7,July,3
212,2025-07-31,2025,7,July,3
213,2025-08-01,2025,8,August,3
214,2025-08-02,2025,8,August,3
215,2025-08-03,2025,8,August,3
216,2025-08-04,2025,8,August,3
217,2025-08-05,2025,8,August,3
218,2025-08-06,2025,8,August,3
219,2025-08-07,2025,8,August,3
220,2025-08-08,2025,8,August,3
221,2025-08-09,2025,8,August,3
222,2025-08-10,2025,8,August,3
223,2025-08-11,2025,8,August,3
224,2025-08-12,2025,8,August,3
225,2025-08-13,2025,8,August,3
226,2025-08-14,2025,8,August,3
227,2025-08-15,2025,8,August,3
228,2025-08-16,2025,8,August,3
229,2025-08-17,2025,8,August,3
230,2025-08-18,2025,8,August,3
231,2025-08-19,2025,8,August,3
232,2025-08-20,2025,8,August,3
233,2025-08-21,2025,8,August,3
234,2025-08-22,2025,8,August,3
235,2025-08-23,2025,8,August,3
236,2025-08-24,2025,8,August,3
237,2025-08-25,2025,8,August,3
238,2025-08-26,2025,8,August,3
239,2025-08-27,2025,8,August,3
240,2025-08-28,2025,8,August,3
241,2025-08-29,2025,8,August,3
242,2025-08-30,2025,8,August,3
243,2025-08-31,2025,8,August,3
244,2025-09-01,2025,9,September,3
245,2025-09-02,2025,9,September,3
246,2025-09-03,2025,9,September,3
247,2025-09-04,2025,9,September,3
248,2025-09-05,2025,9,September,3
249,2025-09-06,2025,9,September,3
250,2025-09-07,2025,9,September,3
251,2025-09-08,2025,9,September,3
252,2025-09-09,2025,9,September,3
253,2025-09-10,2025,9,September,3
254,2025-09-11,2025,9,September,3
255,2025-09-12,2025,9,September,3
256,2025-09-13,2025,9,September,3
257,2025-09-14,2025,9,September,3
258,2025-09-15,2025,9,September,3
259,2025-09-16,2025,9,September,3
260,2025-09-17,2025,9,September,3
261,2025-09-18,2025,9,September,3
262,2025-09-19,2025,9,September,3
263,2025-09-20,2025,9,September,3
264,2025-09-21,2025,9,September,3
265,2025-09-22,2025,9,September,3
266,2025-09-23,2025,9,September,3
267,2025-09-24,2025,9,September,3
268,2025-09-25,2025,9,September,3
269,2025-09-26,2025,9,September,3
270,2025-09-27,2025,9,September,3
271,2025-09-28,2025,9,September,3
272,2025-09-29,2025,9,September,3
273,2025-09-30,2025,9,September,3
274,2025-10-01,2025,10,October,4
275,2025-10-02,2025,10,October,4
276,2025-10-03,2025,10,October,4
277,2025-10-04,2025,10,October,4
278,2025-10-05,2025,10,October,4
279,2025-10-06,2025,10,October,4
280,2025-10-07,2025,10,October,4
281,2025-10-08,2025,10,October,4
282,2025-10-09,2025,10,October,4
283,2025-10-10,2025,10,October,4
284,2025-10-11,2025,10,October,4
285,2025-10-12,2025,10,October,4
286,2025-10-13,2025,10,October,4
287,2025-10-14,2025,10,October,4
288,2025-10-15,2025,10,October,4
289,2025-10-16,2025,10,October,4
290,2025-10-17,2025,10,October,4
291,2025-10-18,2025,10,October,4
292,2025-10-19,2025,10,October,4
293,2025-10-20,2025,10,October,4
294,2025-10-21,2025,10,October,4
295,2025-10-22,2025,10,October,4
296,2025-10-23,2025,10,October,4
297,2025-10-24,2025,10,October,4
298,2025-10-25,2025,10,October,4
299,2025-10-26,2025,10,October,4
300,2025-10-27,2025,10,October,4
301,2025-10-28,2025,10,October,4
302,2025-10-29,2025,10,October,4
303,2025-10-30,2025,10,October,4
304,2025-10-31,2025,10,October,4
305,2025-11-01,2025,11,November,4
306,2025-11-02,2025,11,November,4
307,2025-11-03,2025,11,November,4
308,2025-11-04,2025,11,November,4
309,2025-11-05,2025,11,November,4
310,2025-11-06,2025,11,November,4
311,2025-11-07,2025,11,November,4
312,2025-11-08,2025,11,November,4
313,2025-11-09,2025,11,November,4
314,2025-11-10,2025,11,November,4
315,2025-11-11,2025,11,November,4
316,2025-11-12,2025,11,November,4
317,2025-11-13,2025,11,November,4
318,2025-11-14,2025,11,November,4
319,2025-11-15,2025,11,November,4
320,2025-11-16,2025,11,November,4
321,2025-11-17,2025,11,November,4
322,2025-11-18,2025,11,November,4
323,2025-11-19,2025,11,November,4
324,2025-11-20,2025,11,November,4
325,2025-11-21,2025,11,November,4
326,2025-11-22,2025,11,November,4
327,2025-11-23,2025,11,November,4
328,2025-11-24,2025,11,November,4
329,2025-11-25,2025,11,November,4
330,2025-11-26,2025,11,November,4
331,2025-11-27,2025,11,November,4
332,2025-11-28,2025,11,November,4
333,2025-11-29,2025,11,November,4
334,2025-11-30,2025,11,November,4
335,2025-12-01,2025,12,December,4
336,2025-12-02,2025,12,December,4
337,2025-12-03,2025,12,December,4
338,2025-12-04,2025,12,December,4
339,2025-12-05,2025,12,December,4
340,2025-12-06,2025,12,December,4
341,2025-12-07,2025,12,December,4
342,2025-12-08,2025,12,December,4
343,2025-12-09,2025,12,December,4
344,2025-12-10,2025,12,December,4
345,2025-12-11,2025,12,December,4
346,2025-12-12,2025,12,December,4
347,2025-12-13,2025,12,December,4
348,2025-12-14,2025,12,December,4
349,2025-12-15,2025,12,December,4
350,2025-12-16,2025,12,December,4
351,2025-12-17,2025,12,December,4
352,2025-12-18,2025,12,December,4
353,2025-12-19,2025,12,December,4
354,2025-12-20,2025,12,December,4
355,2025-12-21,2025,12,December,4
356,2025-12-22,2025,12,December,4
357,2025-12-23,2025,12,December,4
358,2025-12-24,2025,12,December,4
359,2025-12-25,2025,12,December,4
360,2025-12-26,2025,12,December,4
361,2025-12-27,2025,12,December,4
362,2025-12-28,2025,12,December,4
363,2025-12-29,2025,12,December,4
364,2025-12-30,2025,12,December,4
365,2025-12-31,2025,12,December,4
